Effective date, Entry price (per unit), Exit price (per unit)
09 Jan 2020, 1.751300, 1.751300
10 Jan 2020, 1.752070, 1.752070
11 Jan 2020, 1.752070, 1.752070
12 Jan 2020, 1.752070, 1.752070
13 Jan 2020, 1.752180, 1.752180
14 Jan 2020, 1.755820, 1.755820
15 Jan 2020, 1.757600, 1.757600
16 Jan 2020, 1.762520, 1.762520
17 Jan 2020, 1.767240, 1.767240
18 Jan 2020, 1.767240, 1.767240
19 Jan 2020, 1.767240, 1.767240
20 Jan 2020, 1.768530, 1.768530
21 Jan 2020, 1.765740, 1.765740
22 Jan 2020, 1.771310, 1.771310
23 Jan 2020, 1.766050, 1.766050
24 Jan 2020, 1.765800, 1.765800
25 Jan 2020, 1.765800, 1.765800
26 Jan 2020, 1.765800, 1.765800
27 Jan 2020, 1.765800, 1.765800
28 Jan 2020, 1.759240, 1.759240
29 Jan 2020, 1.761660, 1.761660
30 Jan 2020, 1.759480, 1.759480
31 Jan 2020, 1.755800, 1.755800
01 Feb 2020, 1.755800, 1.755800
02 Feb 2020, 1.755800, 1.755800
03 Feb 2020, 1.752120, 1.752120
04 Feb 2020, 1.759160, 1.759160
05 Feb 2020, 1.763630, 1.763630
06 Feb 2020, 1.770580, 1.770580
07 Feb 2020, 1.768740, 1.768740
08 Feb 2020, 1.768740, 1.768740
09 Feb 2020, 1.768740, 1.768740
10 Feb 2020, 1.769350, 1.769350
11 Feb 2020, 1.772780, 1.772780
12 Feb 2020, 1.776480, 1.776480
13 Feb 2020, 1.777560, 1.777560
14 Feb 2020, 1.779610, 1.779610
15 Feb 2020, 1.779610, 1.779610
16 Feb 2020, 1.779610, 1.779610
17 Feb 2020, 1.779770, 1.779770
18 Feb 2020, 1.777920, 1.777920
19 Feb 2020, 1.784760, 1.784760
20 Feb 2020, 1.786950, 1.786950
21 Feb 2020, 1.781740, 1.781740
22 Feb 2020, 1.781740, 1.781740
23 Feb 2020, 1.781740, 1.781740
24 Feb 2020, 1.759400, 1.759400
25 Feb 2020, 1.743560, 1.743560
26 Feb 2020, 1.734280, 1.734280
27 Feb 2020, 1.714820, 1.714820
28 Feb 2020, 1.699400, 1.699400
29 Feb 2020, 1.699400, 1.699400
01 Mar 2020, 1.699400, 1.699400
02 Mar 2020, 1.704250, 1.704250
03 Mar 2020, 1.697950, 1.697950
04 Mar 2020, 1.700740, 1.700740
05 Mar 2020, 1.698660, 1.698660
06 Mar 2020, 1.675980, 1.675980
07 Mar 2020, 1.675980, 1.675980
08 Mar 2020, 1.675980, 1.675980
09 Mar 2020, 1.616460, 1.616460
10 Mar 2020, 1.643740, 1.643740
11 Mar 2020, 1.615390, 1.615390
12 Mar 2020, 1.558520, 1.558520
13 Mar 2020, 1.594110, 1.594110
14 Mar 2020, 1.594110, 1.594110
15 Mar 2020, 1.594110, 1.594110
16 Mar 2020, 1.525170, 1.525170
17 Mar 2020, 1.559750, 1.559750
18 Mar 2020, 1.520040, 1.520040
19 Mar 2020, 1.508170, 1.508170
20 Mar 2020, 1.510720, 1.510720
21 Mar 2020, 1.510720, 1.510720
22 Mar 2020, 1.510720, 1.510720
23 Mar 2020, 1.481510, 1.481510
24 Mar 2020, 1.492580, 1.492580
25 Mar 2020, 1.517260, 1.517260
26 Mar 2020, 1.535240, 1.535240
27 Mar 2020, 1.503100, 1.503100
28 Mar 2020, 1.503100, 1.503100
29 Mar 2020, 1.503100, 1.503100
30 Mar 2020, 1.529250, 1.529250
31 Mar 2020, 1.525380, 1.525380
01 Apr 2020, 1.522640, 1.522640
02 Apr 2020, 1.523270, 1.523270
03 Apr 2020, 1.513210, 1.513210
04 Apr 2020, 1.513210, 1.513210
05 Apr 2020, 1.513210, 1.513210
